NAME,LONGDD,LATDD
NGUU,37.07,-2.1
NGUU,37.07,-2.12
NGUU,37.6,-2.13
NGUUMO,37.9,-2.37
NGUUMO,37.9,-0.38
NGUMU,37.9,-2.38
NGUUNGA,38.52,-0.87
NGUUNGI,37.68,-1.07
NGUUNI,37.68,-2.1
NGUUNI,38.37,-1.95
NGUUNI,37.78,-0.92
NGUUNISUBLOCATION,37.98,-1.57
NGUUTA,37.47,-1.82
NGUVIUSUBLOCATION,37.43,-0.42
NGUYO,36.9,-1.92
NGUYO,36.92,-1.92
NGWANE,37.47,-1.52
NGWARU,39.35,-4.45
NGWASINI,38.4,-2.38
NGWATA,38.05,-2.53
NGWATA,38.05,-2.52
NGWATANIROFARM,35.75,-0.32
NGWATE,38.23,-2.07
NGWATE,38.25,-2.07
NGWELALI,35.35,-1.45
NGWENA,40.03,-1.45
NGWORIKA,37.22,1.07
MILALANDI ZIWALA,40.65,-2.03
NIAMADGI,34.48,-1.02
NIANDARAWA,36.62,-0.55
NIARA,36.73,-1.12
NIARA,36.78,-1.15
NIENDU,36.93,-1.05
NIHUTUSUBLOCATION,39.43,-3.93
NIKUNDE,39.28,-4.35
NIMBODZE,39.45,-4.47
NINE LAGA,39.02,3.52
NINYIT,35.28,1.73
NIONGANI,36.72,-1.27
NITELEJOR,36.52,1.85
NITELEYO,36.52,1.85
NITHI,37.78,-0.3
NITHINORTH,37.4,-0.15
NITIGERSA,39.97,0.2
NITIMAINI,37.13,-0.43
NJABINI,36.07,-0.72
KWANJAGI,37.45,-0.43
NJAINA,37.68,-0.32
NJALAGOBE,34.07,0.23
NJALE GOF,37.78,2.43
NJALUNJALO,37.75,0.18
NJANGIRI,36.48,0.28
NJATHINI,37.1,-0.38
BOMA,37.28,-0.57
NJEGA,37.32,-0.62
NGEGA,37.03,-0.53
NJEGACORNER,37.28,-0.58
NJEGAFORK,37.28,-0.57
NJEGE,37.07,-0.57
NJELE,39.47,-4.32
ILJAMUSLOCATION,36.07,0.52
KAPROPITA,36.07,0.48
NJENGU,36.93,-0.37
NJIACHIAMWENDASUBLOCATION,37.87,0.3
NJIALOCATION,37.9,0.27
NJIBISHIP,35.9,-0.95
NJIBISHIPVALLEY,35.03,-0.93
NJIGARI,36.85,-0.05
NJIKU,37.3,-0.43
NJIKU,36.73,-1.02
NJIRI,36.85,-0.77
NJIRUESTATE,36.95,-1.28
NJIRUESTATE,36.98,-1.3
NJIRUINISUBLOCATION,37.02,-0.53
MJOGWE,37.98,0.1
NJOGUINI,36.08,-0.38
NJOGUINI,36.87,-0.4
NJORA,37.05,-0.82
NJORA,37.05,-0.08
KOYENI,39.77,-3.58
NJORIVOLA,37.57,0.02
NJORO,34.68,-0.92
ENCHORRO,35.93,-0.03
ENCHORRO,35.93,-0.37
NJORONADWA,37.27,0.77
NJORONYOKA,35.87,0.28
NJORONYOKASUBLOCATION,35.87,0.28
NJOE,37.8,-0.02
NJUGUNIFOREST,37.78,-0.25
NJUKIINIFOREST,37.42,-0.05
NJUKINJIRU,37.68,0.03
NJUMBI,36.95,-0.63
NJUNA,36.72,-0.98
NJUNOESTATE,36.78,-1.13
NJURI,37.6,-0.37
NKABONE,37.7,0.03
NKACHYI,37.75,-0.12
NGAMA,36.42,-1.92
NGAMAPLAIN,36.47,-1.08
NKANDUENE,37.97,0.35
NKANGOS MARTI,37.63,1.03
NKAPUNENTARE,36.57,1.1
NKARARU,34.75,-1.08
NGARARU,34.8,-1.13
NKARONI,37.13,0.95
NKICHITA,36.77,1.98
KEDONGVALLEY,36.05,-1.02
NKIIRONE,37.88,0.3
NKIITO,37.28,-2.58
NKIRIANE,37.95,0.35
NKISIAU,37.23,0.85
NKITO,37.03,-2.55
INGITOHILLS,36.07,-2.03
NKOIKUMAISHIHILLS,37.32,-2.73
NGOJANGA,36.07,-1.08
NKORIKA,36.88,0.08
NKORIGA,36.65,1.27
NKOTEYIA,36.9,0.77
NGOTEYA,36.93,0.75
MKUBU,37.07,-0.07
NKUENELOCATION,37.07,-0.12
NKUKON,36.92,0.78
NKOMARI,37.72,-0.1
NKUMEMALO,36.82,2.1
NGUNGA LAKE,37.6,0.12
NANTEDDU,37.2,0.08
NKUREI,36.72,1.48
NGORIA,37.6,-0.08
NOGUCHENO,35.6,0.38
NOIGAMEGA,35.13,0.92
NOIKIRIONGWESI,36.75,1.15
NOIWE,35.93,0.07
NOIWE,35.95,0.08
NOLBESHARANI,36.82,1.42
NOLCHORA,36.73,-1.4
NOLDUBAI,36.88,2.02
NOLEYE,39.18,0.47
NOLGISIN,37.22,0.95
NOLGONO OLDOINYO,37.87,0.8
LOJANGUTMARA,37.27,0.85
NOLJUSHIN,36.85,1.45
NOLKISHIRU,36.72,-2.42
NOLOLARIAK,35.53,-1.7
NOLONE,35.55,-1.65
NOLOTOLA,37.75,1.18
NOLOWARAK OLDOINYO,37.63,0.7
NOLUTURUKU,37.58,-2.32
NOMAN,37.63,-2.25
NOMAUTI,36.07,-1.92
NOMBEKASI,37.65,-2.23
NOMBOROI,36.08,1.23
NOMBOROI,36.95,1.23
NOMOTIO,36.07,1.08
NOMOTIO,36.63,-1.9
NONDOINYOLOWARAKDAM,37.07,0.9
NONGAMURIAK,36.87,-1.92
NONGITOLOSWALI,35.77,-0.65
LONGIAROCK,37.07,-2.58
KERICHWADOGO,36.8,-1.27
NONKEEK,36.95,0.9
NAITAYUSENA,35.87,-0.07
NONTOTO,36.73,0.93
NOKAHILL,37.97,-2.65
NOOLPOPONG,36.05,-1.02
NOOMBEUTI,37.42,-2.15
NAIMBUTI,37.43,-2.15
NOOMPALA,37.38,-2.13
NOONKUMOT,36.3,-2.03
NOOPOPONG,36.92,-1.47
NORAPANDENI,37.58,-2.43
NORETET,37.77,-2.18
NORGALITABA,35.02,1.82
NORGUTUM,37.57,-2.42
NORTHAIYAM,36.53,0.03
NORTHEASTERNPROVINCE,40.25,1.03
NORTHERNGRAZINGAREA,37.07,0.25
NORTHERNLAGOON,36.28,-1.8
NORTHERNNAROMORU,37.08,-0.18
NORTHERNONDARE,37.15,-0.08
NORTHERNTINDERETFOREST,35.42,0.08
NORTHEYGLACIER,37.3,-0.15
GEM,34.48,0.1
NORTHHORR,37.07,3.32
NORTHISLAND,36.05,4.07
NORTHKABAGEROAD,36.08,-0.38
NORTHKINANGOP,36.58,-0.6
NORTHKINANGOPWARD,36.53,-0.58
NORTHKINANGOPWARD,35.47,-0.6
NORTHKULISIRUSUBLOCATION,34.48,0.75
NORTHMARA,37.78,-0.27
NORTHMARAGOLILOCATION,34.75,0.12
NORTHMATEKASUBLOCATION,34.45,0.58
NORTHMATHIOYA,37.12,-0.72
NORTHMBOONIFOREST,37.48,-1.6
NORTHMOKOYETI,36.8,-1.35
NORTHMOORESTATE,36.82,-1.2
NORTHMUGIRANGO,34.88,-0.53
NORTHMUGIRANGOLOCATION,34.95,-0.53
NORTHMUGAGA,36.62,-1.2
NORTHMUMWE,36.88,-0.05
NORTHMYANGASUBLOCATION,34.37,0.55
NORTHNALONDOSUBLOCATION,34.57,0.07
NORTHNAMWELASUBLOCATION,34.53,0.82
NORTHNANDIFOREST,34.97,0.03
NORTHNYAKACHLOCATION,34.9,-0.32
NORTHNYOKALLOCATION,34.57,-0.05
NORTHPOKOMO,39.47,-0.25
NORTHREEF,40.13,-3.25
NORTHRURI,34.37,-0.52
NORTHSAMBURULOCATION,39.25,-3.75
NORTHSANGALOSUBLOCATION,34.62,0.57
NORTHSIGONG,34.88,0.13
NORTHSOTIKLOCATION,35.05,-0.6
NORTHTESOLOCATION,34.35,0.72
NORTHTHARAKALOCATION,37.97,-0.07
NORTHTHARAKALOCATION,38.02,-0.1
NORTHUGENYALOCATION,34.28,0.28
NORTHWAMONOSUBLOCATION,34.43,0.08
NORTHWANGASUBLOCATION,34.4,0.35
NORTHWEST,36.22,-1.85
NORTHWESTROUND,36.8,-0.13
NORTHYATTALOCATION,37.07,-0.92
NORTHYATTALOCATION,37.47,-0.95
NORTHYATTALOCATION,38.47,-1.78
NOSAGAMI,35.62,-0.92
NOSIKITOK,36.95,-2.37
NOSIKITOK,36.93,-2.43
NOSOPUKIA,36.02,-0.98
NOSUGURO,36.13,0.58
NOSUPUKIA,36.15,-0.92
NOYAROT,36.6,1.88
NOYATUBA,35.55,4.42
NTAKILA,37.65,0.03
NTAKIRASUBLOCATION,37.65,0.03
NTALARAWA,38.13,1.07
NTANA,34.93,-0.52
NTANTARIENI,37.03,0.32
MTEMWENE,37.63,-0.07
NTHAGAIYA,37.57,-0.47
NTHAGAIYASUBLOCATION,37.58,-0.48
NTHALAKANA,38.37,-2.48
NTHANGU,37.62,-1.75
NTHANGU,37.6,-1.73
NTHANGUFOREST,37.58,-1.7
NTHANI,38.2,-1.05
NTHARE,37.98,0.23
NTHAWALOCATION,37.75,-0.58
NTHAWE,38.12,-2.07
NTHAWE,38.13,-2.07
NDAWEESCARPMENT,38.22,-2.98
NTHEEU,38.22,-1.07
NTHEKETHE,37.52,-1.35
NTHIA,37.78,-2.02
NTHIANI,38.2,-1.07
NTHIANI,37.4,-1.75
NTHIMBIRI,37.62,0.02
NTHIMBIRISUBLOCATION,37.62,0.02
LITTLENDHIWA,34.58,-0.77
NTHOANI,38.35,-1.9
NTHUMBINI,37.48,-1.68
NTHUNGUINI,38.3,-2.02
NTHUNGUNI,38.3,-2.02
NTHUNGUNI,38.38,-1.07
NTHUNGUNIDAM,37.47,-1.4
NTHUNGUNISUBLOCATION,38.4,-1.68
NTHUNGURUFOREST,37.6,-0.15
NTHUNGUTHIA,38.55,-0.63
NTHUNGUYAKITHERU,38.02,-0.02
NCHIMWANI,38.03,-1.6
NTEGEYAESCARPMENT,36.02,-1.8
NTIMALOCATION,37.63,0.03
NTIMARU,34.68,-1.35
NTMACHA,34.68,-0.77
MORUANTOKO,35.07,2.55
NTONGONGA,34.8,-0.32
NTOYA,36.57,-0.42
NTOYI,37.92,0.28
NDUA,37.53,-0.18
NTUENE,37.95,0.27
NTUGIFOREST,37.92,-0.2
NTUGISUBLOCATION,37.88,-0.2
NTUKA,35.9,-1.03
NTULELEI,36.08,-1.1
NTUNGUROCK,38.15,-0.07
NTURA,37.73,0.07
NTURI,37.62,-0.37
NTURUMETI,36.08,-1.18
NTURUWUAS,37.13,-2.05
NNUNDU,36.8,-0.97
NUNGUNI,37.37,-1.8
NUNGUNI,39.47,-3.95
NUNGUNISUBLOCATION,39.47,-3.95
NUNJOROFARM,36.47,-0.63
NUR EL,39.98,1.87
NURE MKONDOWA,40.73,-2.23
NUREBRIDGE,40.73,-2.22
NURERI,35.2,0.4
NURIGUYO,35.73,0.68
NURMUM,38.25,3.05
NUSIGIOGLADE,36.23,0.32
NUU,38.38,-0.95
NUU,38.35,-1.07
NUUFOREST,38.32,-1.03
NUULOCATION,38.03,-1.08
NWAGI,37.08,-1.57
NYAANI,37.53,-1.43
NYAANI,37.52,-1.45
NYAANISUBLOCATION,37.53,-1.43
NYAANYAADAM,37.42,-1.27
NYABASI,34.65,-1.22
NYABASI,34.58,-1.3
NYABEDA,34.4,0.13
NYABER,36.88,3.58
NYABERA,34.62,-0.88
NYABERA,34.73,-0.6
NYABERA,34.62,-0.9
NYABERI,35.15,-0.25
NYABERISUBLOCATION,35.13,-0.27
GOMAITIRA,34.48,-1.23
NYABIKONGORI,34.62,-1.25
NYABIOSI,34.98,-0.73
NYABIOSI,34.88,-0.77
NYABIOSI,34.9,-0.92
NYABISASE,34.77,-0.85
NYABASAWA,34.42,-1.07
NYABISAWA,34.42,-1.07
NYABISAWAMISSION,34.42,-1.07
NYABITE,34.78,-0.08
NYABITE,34.92,-0.55
NYABITUNWA,34.77,-0.95
NYABOHANSI,34.47,-1.2
NYABOHANSISUBLOCATION,34.47,-1.22
NYABOLA,34.72,-0.55
NYABOMITE,34.88,-0.52
NYABOMITE,34.88,-0.53
NYABONDO,34.98,-0.38
NYABUIYABUI,35.77,-0.48
NYABURUMBASI,34.7,-0.78
NYABARURU,34.73,-0.65
NYACHAR,34.62,-0.6
NYACHEK,34.88,-0.9
NYACHEKI,34.87,-0.9
NYACHENGE,34.63,-0.72
NYACHENGE,34.77,-0.85
NYACHICHI,34.82,-0.68
NYACHISA,38.02,1.1
NYACHISA LAGA,38.3,1.2
NYACHOGOCHOGO,34.93,-0.65
NYADHI,34.3,0.15
NYADHINGO,34.6,-0.62
NYADOCHEIBERE,34.8,-0.77
NYADORERA,34.1,0.12
NYADORERASUBLOCATION,34.1,0.1
NYADUNGA,34.73,-0.35
NYADUONG,34.55,-1.05
NYADUYA,34.43,-0.93
NYADWAT,34.47,-0.98
NYAGA,36.85,-1.08
NYAGACHUGU,37.02,-0.8
NYAGASUBLOCATION,36.87,-1.08
NYAGATUGU,36.87,-0.65
NYAGBONGO,34.78,-0.03
NYAGIKI,34.77,-0.77
NYAGOKO,34.32,-0.18
NYAGOKOSUBLOCATION,34.28,-0.02
NYAGOMBRO,34.53,-0.12
NYAGONDO,34.42,0.05
NYAGORA,39.78,-0.27
NYAGUDASUBLOCATION,34.23,-0.2
NYAGUTA,34.82,-0.73
NAGWENAHILL,34.25,-0.88
NYAHERA,34.72,-0.03
NYAHURURU,36.3,0.05
NAURURU,36.35,0.03
NYAHURURU,36.37,0.03
NYAIDHO,34.97,-0.18
NAIKUNGU,37.25,-0.58
NYAIKUNGU,37.35,-0.68
NYAIKURU,34.88,-0.9
NAIROBI,34.55,-1.13
NYAIROKO,36.37,-0.4
NYAITUGA,36.25,-0.03
NYAJANGA,34.53,-0.52
NYAKA,35.25,-0.77
NYAKABAI,36.08,-0.88
NYAKACH,34.93,-0.38
NYAKACH,34.85,-0.03
NYAKACHLOCATION,34.92,-0.03
NYAKAGEMBE,36.87,-0.47
NYAKAGERAISLAND,34.53,-0.02
NYAKAHUHO,37.02,-0.58
NYAKAHURA,37.1,-0.7
NYAKAYEMBA,34.35,-0.57
NYAKBORO,34.45,-0.93
NYAKEGOGI,34.78,-0.75
NIAKEIRI,34.8,-0.55
NYAKEIRI,34.82,-0.55
NYAKEMINCHA,34.95,-0.62
NYAKEMINI,34.77,-0.07
NYAKEORE,34.95,-0.62
NYAKEYA,34.85,-0.52
NYAKEYO,34.65,-0.88
NYAKHOBI,34.13,0.32
NYAKHOBI,34.13,0.3
NYAKIANGA,36.95,-0.65
NYAKIANGASUBLOCATION,36.93,-0.63
NYAKIHAI,37.12,-0.7
MIIRIGAMIERULOCATION,37.75,0.03
KIMANGU,37.32,-0.58
NYAKITHUCHIFOREST,37.25,-0.42
NYAKOBARI,34.75,-0.65
NYAKOE,34.73,-0.62
NYAKOE,34.77,-0.62
NYAKONGO,34.28,-0.28
NYAKONGO,34.98,-0.7
NYAKOORA,34.08,-0.53
NYAKORERE,34.7,-0.92
NAGUMSWAMP,36.62,-1.27
NYAKUNE,34.47,-0.6
NYAKUNE,34.35,-0.9
NYAKWA GOD,34.53,-0.62
NYAKWADHA,34.62,-0.6
NYAKWAK,34.07,0.3
KWAMBARIVER,34.38,-0.85
NYAKWANA,34.6,-1.15
NYAKWANAFALLS,34.82,-0.77
NAGUENYI,34.93,-1.02
NYAKUERE,34.8,-0.35
NYAKWER,34.03,-0.43
NYAKWERI,34.02,-0.45
MAMEHERIA,34.52,-1.02
NYAKWERIADAM,34.57,-1.22
NYALALA,34.28,-0.47
NYALANI,39.12,-4.1
NYALANI,39.65,-3.82
NYALANI,39.63,-3.8
NYALANISUBLOCATION,39.65,-3.82
NYALANISUBLOCATION,39.13,-4.1
NYALBIEGO,34.95,-0.25
NYALENDA,35.95,-0.15
NYALENDASUBLOCATION,34.75,-0.15
NYALENYA,34.15,0.28
NYALENYASUBLOCATION,34.15,0.27
NYALGUNGA,34.32,0.08
NYALEBRIDGE,39.68,-4.05
NYALIBUCHSUBLOCATION,35.98,0.57
NYALIECH,34.6,-0.05
NYALILPUCH,36.15,0.23
NYALUNYASUBLOCATION,34.8,-0.12
NYAMACHE,34.08,-0.78
NYAMACHE,34.82,-0.85
NYAMACHE,34.78,-0.88
NYAMACHORE,34.38,-0.27
NYAMADOR,34.52,-0.73
NYAMAGE,34.4,-0.97
NYAMAGESA,34.9,-0.08
NYAMAGWA,34.82,-0.78
NYAMAGWA,34.8,-0.82
NYAMAIRIRIA,34.48,-1.1
MANYIMANYI,34.73,-0.37
NYAMAJI,34.4,-0.48
KARATI,34.63,-0.72
NYAMAKESA,34.93,-0.82
NYAMAKOMA,34.53,-1.23
NYAMAKOROTO,34.95,-0.7
NYAMAKUYU,36.88,-0.4
NYAMALANI,39.1,-3.77
NYAMANGA,34.1,-0.8
NYAMANGA,34.73,-0.55
NYAMANGA,34.35,-0.72
NYAMANGARA,36.92,-0.98
NYAMANGARASUBLOCATION,36.92,-1.98
NYAMANGI,34.43,-1.1
NYAMANJA,34.42,-0.92
NYAMARAMBE,34.62,-0.82
NYAMARAMBE,34.63,-0.8
NYAMARERE,34.58,-0.88
NYAMARUMBA,34.9,-0.37
NYAMASAKO,34.08,-0.78
NYAMASARE,34.27,-0.47
NYAMASEGE,34.68,-0.08
NYAMASIBI,34.95,-0.82
NYAMASIBI,34.93,-0.25
NYAMASOGOTA,34.78,-0.9
NYAMATOTO,34.27,-0.55
NYAMAURO,34.53,-0.68
NYAMAWIN,34.3,0.1
NYAMBARIA,34.92,-0.07
NYAMBENIFOREST,37.87,0.22
NYAMBENIHILLS,37.92,0.25
NYAMBENIRANGE,38.92,0.03
NYAMBENITEAESTATE,37.85,0.2
NYAMBIJA,34.53,-0.73
NYAMBISOIN,35.05,-0.37
MABOGI,41.12,-2.07
NYAMBUGI,36.38,-0.28
NYAMBUGORIDGE,35.03,-0.88
NYAMBUGOSUBLOCATION,35.32,-0.88
NYAMBUNDE,34.8,-0.78
NYAMBUNWA,34.7,-0.68
NYAMEKARATE,34.63,-0.73
NYAMAGOGINI,34.05,-1.02
NYAMGORE,34.05,-1.02
NYAMGUN,34.52,-0.13
NYAMILA,34.35,0.12
NYAMINDI,37.42,-0.07
NYAMINDI,37.48,-0.7
NYAMINDIEAST,37.32,-0.22
NYAMINDIWEST,37.32,-0.27
NYAMIOBO,34.07,-0.65
NYAMIRA,34.25,-0.08
NYAMIRA,34.88,-0.53
NYAMIRA,34.92,-0.57
NYAMIRANGA,35.02,-0.6
NYAMNINIA,34.52,0.1
NYAMNINIASUBLOCATION,34.05,0.08
NIMWANGA,34.77,-0.6
NYAMOE,34.63,-0.75
NYAMOKENYE,34.73,-0.68
NYAMOME,34.45,-1.08
NYAMONDO,34.68,-0.95
NYAMONDO,34.7,-0.97
NYAMONEMA,34.73,-0.72
NYAMONGE,34.82,-0.08
NYAMNYE,34.15,-0.05
NYAMNYE,34.13,-0.05
NYAMONE,34.13,-0.02
NYAMOTAMBE,34.58,-1.25
NYAMTIRO,34.6,-1.3
NYAMUGA,34.55,-0.73
NYAMUGA,34.18,-0.4
NYAMUGA,34.55,-0.7
NYAMUSI,34.97,-0.48
NYAMWARE,34.77,-0.82
AMIMOS,34.8,-0.18
NYAMWARE,34.08,-0.73
NYAMWARESUBLOCATION,34.8,-0.02
NYAMWERU,36.7,-1.02
NYAMERUFOREST,36.07,-1.02
NIANAHILL,37.1,-0.37
NYANANG,34.32,-0.72
NYANCHABO,34.68,-0.7
NYANCHWA,34.77,-0.68
NYANCHUA,34.75,-0.68
NYANDARA,34.58,-0.58
NYADEDU,36.97,0.58
NYADEKE,34.55,-0.52
NYANDETE GOT,34.6,-0.42
NYANDHIWA,34.07,-0.72
NYANDIWA,34.55,-0.62
NYANDIWA,34.42,-0.02
NYANDIWAONE,34.27,0.05
NYANDIWASUBLOCATION,34.48,0.07
DIMBILILIEL,35.53,-0.25
NYANDO,34.85,-0.3
NANDIESCARPMENT,34.92,-0.03
NYANDOLO,34.9,-0.42
NYANDORETESTATE,35.03,-0.72
NYANDUMA,36.73,-0.97
NYANDUMALOCATION,36.73,-0.97
NYANDUMASUBLOCATION,36.77,-1.97
NYANDUMO,36.7,-0.97
NYANDUWAT,38.47,-0.98
NUNDOWAT,34.22,-0.85
NYANGA,35.05,2.02
EMURUANYANGAI,36.2,2.03
NGASHA,38.73,-3.62
EMURUANYANGAN,36.43,2.32
NYANGAO,34.62,-0.68
NYANGAO,34.58,-0.7
NYANGATAINYAMOK,36.73,0.43
NYANGATI,37.35,-0.58
NYANGATISUBLOCATION,37.03,-0.58
NYANGENISUBLOCATION,37.4,-0.43
NYANGERA,34.22,-0.08
NYANGERA,34.08,-0.07
NYANGETA,34.9,-0.05
NYANGI,37.9,-0.3
NYANGIELA,34.7,-0.53
NYANGIFARM,37.02,-0.3
NYANGINGA,34.38,-0.87
NYANGIOSUBLOCATION,37.15,-0.57
NYANGITI,37.05,-0.68
NYANGO GOT,34.73,-0.45
NYANGOGE,34.97,-0.58
NYANGOGE,34.7,-0.72
NYANGOMA,34.35,-0.02
NYAGOMA,34.2,-0.15
NYANGOMASUBLOCATION,34.13,-0.15
NYANGONI,39.03,-3.88
NYANGORA,35.1,-0.05
NYANGORE,34.57,-0.77
NYANGORI,34.78,0.02
NYANGORI,34.73,-0.03
NYANGORES,35.23,-1.03
NYANGORI,34.43,-1.05
NYANGORISUBLOCATION,34.8,0.07
NYANGORO,40.03,-2.03
NYANGU,34.52,-0.72
NANGUNGU,34.25,0.25
NYANGURU,34.78,-0.72
NYANGOSO,34.85,-0.93
KOITWA,34.6,-1.15
NYANGUTU,34.6,-1.22
NYANGWA,37.63,-0.68
NYANGWALANGOLASIMBA,40.2,-2.27
NYANGWANI,40.02,-1.25
NYANGWARE,34.82,-0.07
NYANGWESO,34.45,0.07
NYANGWESO,34.55,-0.47
NYANGWETA,34.63,-0.85
NYANGWETA,34.68,-0.9
NYANGWETAFOREST,34.65,-0.88
NYANGWETHE,34.07,-0.65
NYANJA,37.37,-0.42
NYANJARA,37.47,-0.4
NJARA,37.42,-0.42
NYANJO,37.37,-0.42
NYANKONDO,34.1,-1.03
NYANKURU,34.78,-0.72
NYANKWARE,34.82,-0.07
NYANSAKIA,34.08,-0.53
NYANSARA,34.7,-0.82
NYANSIONGO,35.02,-0.75
NYANTURAGO,34.85,-0.78
NYANTURAGO,34.95,-0.8
NYANYA,34.48,0.8
NYANYAGA,37.15,-0.42
NYANZAPROVINCE,34.05,-0.05
NYANZATRADESANDTECHNICALSCHOOL,34.77,0.2
NYAO,35.77,3.05
NYAORE,36.77,-0.6
NYAPAREI,35.03,1.87
NYAPERA,34.35,0.33
NYAPERADAM,34.35,0.35
NYAPIEDHO,34.23,-0.08
NYAPORA,34.4,0.3
NYARA,36.68,-1.08
NYARACH,34.58,-0.73
NYARAMBA,34.97,-0.57
NYARIBARILOCATION,34.92,-0.08
NYARIUTO,34.77,-0.73
NYARODI,34.38,0.03
NYAROHO,34.6,-1.3
NYAROLI GOF,37.77,2.18
NYAROMBO,34.35,-1.12
NYARONGE,34.68,-0.92
NYARONGI,34.32,-0.78
NYARU,35.58,0.03
NYARUSUBLOCATION,35.58,0.03
NYASARA,34.53,-1.12
NYASARE,34.47,-1.03
NYASARI,34.52,-1.1
NYASIONGO,34.47,-1.1
NYASOKA,34.58,-0.8
NYASORE,34.77,-0.55
NYASORE,34.9,-0.48
NYASORE,34.77,-0.57
NYATA,39.25,2.98
NYATAMBE,34.08,-0.77
NYATARO,34.77,-0.72
NYATHUNA,36.68,-1.18
NYATHUNASUBLOCATION,36.7,-1.2
NYALI,37.18,-0.85
NYATIEKO,34.78,-0.63
KINDU,34.48,-0.12
NYATIKE,34.63,-0.75
NYATINDO,34.77,-0.05
NYATURUBO,34.85,-0.77
NYATURUBO,34.08,-0.77
NYATWORO,34.57,-0.52
NYAWARA,34.48,0.08
NYAWARASUBLOCATION,34.05,0.08
NYAWARASUBLOCATION,34.47,0.02
NYAWISO,34.43,-0.63
NYAWITA,34.65,-0.57
NYAWITA,34.42,-0.68
NYAWITASUBLOCATION,34.25,-0.1
NYAYU,34.9,-1.12
NYENGA,34.1,-0.72
NYERI,36.9,-0.4
NYERI,36.95,-0.42
NYERI,37.95,-0.38
NYERIFOREST,36.95,-0.37
NYERIHILLFOREST,36.9,-0.42
NYERISTATIONFOREST,37.9,-0.38
NYIBURA,34.2,0.43
NYIKA,38.73,-3.62
NYIKA,38.6,-3.55
NYIKA,39.22,-3.88
NYIKIM,35.82,0.72
NYILIMA,34.38,-0.15
GOTNINYA,34.63,-0.68
NYERI,37.87,-0.1
NYIRO,36.3,0.58
NYIRO SOIT,36.98,1.72
NYIROKOFARM,36.37,-0.4
NYASITA,34.82,-1.07
NYOKIE OLDOINYO,36.88,-1.98
NYOKIE OLDOINYO,37.57,-2.25
NYOKI NDOINYO,37.07,-2.03
NYONDO,38.7,-0.75
NYONGARA,36.72,-1.27
NYONGONI,39.02,-4.27
NYONI,38.08,-1.9
NYONIANG,34.32,-0.87
KONYANGO,34.27,-0.77
NYONYOR,35.08,-1.52
NYORE,39.47,-3.75
NYOREDAM,39.48,-3.77
NYOSIA,34.82,-0.72
NYOTA,35.7,-0.35
NYOWITA,34.4,-0.68
NYEGI OLDOINYO,36.37,-1.8
NYUKIE ENDOINYO,37.78,0.27
NYUKIE OLCHORRO,35.92,-1.07
NYUKI OLDOINYO,36.35,-1.15
NUKI,38.65,3.1
NYUKIE OLDOINYO,36.35,-1.15
NYUKI OLDOINYO,36.35,-1.18
NYUMAMAJI,39.38,-4.07
NYUMBEYA,37.73,0.2
NYUNDO,39.6,-3.82
NZAI,37.42,-2.03
NZAI,37.43,-2.07
NZAIA,38.23,-1.8
NZAIKONI,37.32,-1.45
NZAIKONI,37.32,-1.47
NZAINI,37.03,-1.07
NZAINI,37.45,-1.62
NZAINI,37.32,-1.07
NZALAE,37.88,-1.08
NZALANE,37.07,-1.48
KILIMANZALUHILL,37.3,-1.65
NZAMBA,38.23,-2.1
NZAMBA,38.22,-2.1
NZAMBA,38.23,-2.13
NZAMBANI,38.05,-1.42
NZAMBANILOCATION,38.08,-1.43
NZANZENI,38.18,-0.2
NZANZU,38.4,-1.05
HZAONI,38.02,-1.12
NZAUI,37.55,-1.93
NZAUI,37.55,-1.92
NZAUIFOREST,37.53,-1.9
NZAUILOCATION,37.62,-1.88
NZAWA,37.9,-1.07
NZAWA,37.9,-1.08
NZAWILOCATION,37.62,-1.88
NZEEKA,38.02,-2.52
NZEENI,37.05,-1.93
NTHEU,38.1,-1.88
NZEEWANI,38.55,-0.88
NZELUNI,38.1,-1.1
NZELUNI,38.12,-1.08
NZEMEA,38.07,-1.72
NZESI,37.3,-1.72
NZESI,37.32,-1.73
NTHETU,38.22,-0.32
NTHETU,38.02,-0.23
NZEVENI,37.03,-1.05
NZEVENI,37.42,-1.65
MZEVENI,37.47,-1.65
NZEWANI,38.08,-1.43
NZEWANI,38.07,-1.43
NZIA,38.15,-1.15
NZILANI,37.82,-2.15
JILOLE,39.32,-4.48
NZINIA,37.95,-1.18
NZINIA,37.93,-1.18
NZIU,37.53,-1.82
NZIU,38.92,-1.25
NZIUDAM,37.53,-1.8
NZIUNI,37.37,-1.63
NZIUNISUBLOCATION,37.37,-1.62
NZIUSUBLOCATION,37.55,-1.8
NZOIA,34.22,0.02
NZOIA,34.62,0.45
NZOIAESTATE,35.03,0.73
NZOLA,39.62,-3.45
NZALANI,38.02,-1.07
NZOLESUBLOCATION,39.48,-4.32
NZOMWONZA,38.38,-1.68
NZOVUNI,39.4,-4.03
NZOVUNI,39.47,-4.52
NZOVUNI,40.07,-2.87
NZUE,38.03,-1.82
NZUENI,37.62,-1.08
NZUENIBOREHOLE,37.62,-1.08
NZUKA,37.05,-1.65
NZUKINI,37.47,-1.07
NZUKINIESTATE,37.05,-1.07
NZULI,37.87,-0.92
NZULI,38.3,-1.8
