LONG,LAT,F_NAME,HMIS_,DIST,DIVISION,F_TYPE,AGENCY
36.3448,0.071787,MAINA DISP,,LAIKIPIA,NYAHURURU,4,MOH
37.075622,0.016111,MARY IMMACULATE DISP,3593,LAIKIPIA,CENTRAL,4,MISS
36.963679,-0.076315,MATANYA DISP,1695,LAIKIPIA,LAMURIA,4,MOH
,,MIFUGO DISP,3834,LAIKIPIA,,4,MISS
36.4491,0.451416,MINJORE DISP,3833,LAIKIPIA,NGARUA,4,MISS
36.3384,0.295105,MUHOTETU DISP,1696,LAIKIPIA,NGARUA,4,MOH
37.0592,0.121427,MURAMATI DISP,2390,LAIKIPIA,CENTRAL,4,MOH
36.6684,0.084521,MUTARA DISP,2385,LAIKIPIA,RUMURUTI,4,MOH
36.3167,0.219121,MUTHENGERA DISP,,LAIKIPIA,RUMURUTI,4,MOH
37.0709,0.019,NANYUKI DISTRICT HOSPITAL,1713,LAIKIPIA,CENTRAL,1,MOH
37.061102,0.017426,NANYUKI GK PRISON DISP,2307,LAIKIPIA,CENTRAL,4,MOH
36.295492,0.446367,NDINDIKA HEALTH CENTRE,2374,LAIKIPIA,NGARUA,3,MOH
,,NG'ANIA HEALTH CENTRE,,LAIKIPIA,,3,MOH
36.261121,0.412111,NGARUA CATHOLIC DISP,2372,LAIKIPIA,NGARUA,4,MISS
36.537228,0.272223,NGARUA DISP,3632,LAIKIPIA,RUMURUTI,4,MISS
36.303527,0.291558,NGARUA HEALTH CENTRE,1707,LAIKIPIA,NGARUA,3,MOH
36.6445,-0.089157,NGOBIT DISP,1708,LAIKIPIA,LAMURIA,4,MOH
36.37,0.03,NORTH MARMANET DISP,439,LAIKIPIA,NYAHURURU,4,MOH
37.075622,0.016111,OL BOSOIT DISP,4400,LAIKIPIA,CENTRAL,4,MOH
36.4773,0.544768,OL MORAN DISP,2377,LAIKIPIA,NGARUA,4,MOH
36.79,0.073666,OL PEJETA DISP,2387,LAIKIPIA,LAMURIA,4,MOH
36.3767,0.182776,OLJABET SUB HEALTH CENTRE,2376,LAIKIPIA,RUMURUTI,3,MOH
36.3,0.3,OR- ARABEL DISP,1699,LAIKIPIA,NGARUA,4,MOH
36.5707,0.093205,PESI DISP,2185,LAIKIPIA,RUMURUTI,4,MOH
36.5338,0.277738,RUMURUTI HEALTH CENTRE,1710,LAIKIPIA,RUMURUTI,3,MOH
36.464975,0.140788,SALAMA DISP,1701,LAIKIPIA,RUMURUTI,4,MOH
,,SHARMANECK DISP,1702,LAIKIPIA,,4,MOH
36.394501,0.424012,SIPILI DISP,1711,LAIKIPIA,NGARUA,4,MOH
37.019244,0.018049,SWEET WATERS DISP,3835,LAIKIPIA,CENTRAL,4,MOH
36.6076,0.240831,THOME DISP,421,LAIKIPIA,RUMURUTI,4,MISS
36.9636,-0.032712,TIGITHI DISP,,LAIKIPIA,LAMURIA,4,MOH
35.6098,0.955932,ARROR HEALTH CENTRE,2029,MARAKWET,TUNYO,3,MISS
35.495,0.867231,CHEBIEMIT HEALTH CENTRE,2031,MARAKWET,CHEBIEMIT,3,MOH
35.3828,0.966372,CHEBORORWA HEALTH CENTRE,2032,MARAKWET,KAPCHEROP,3,MOH
35.548,0.988,CHEBULBAI DISP,2471,MARAKWET,KAPSOWAR,4,MISS
35.472165,0.953492,CHEMUNADA DISP,,MARAKWET,CHEBIEMIT,4,MISS
,,CHEMWOROR DISP,,MARAKWET,TIRAP,4,MOH
35.5001,0.967819,CHEPTONGEI DISP,4890,MARAKWET,CHEBIEMIT,4,MOH
35.584,1.071,CHESOI AIC DISP,1997,MARAKWET,TIRAP,4,MISS
35.62,1.07,CHESOI CATHOLIC HEALTH CENTRE,2034,MARAKWET,TUNYO,3,MISS
35.642,1.13036,CHESONGOCH HEALTH CENTRE,2035,MARAKWET,TOT,3,MISS
,,CHESUBET DISP,,MARAKWET,KAPCHEROP,4,MOH
35.5412,1.2512,EMBABUT DISP,2470,MARAKWET,TIRAP,4,MOH
35.5996,1.22673,ENDUL HEALTH CENTRE,2036,MARAKWET,TIRAP,3,MISS
,,IMMACULATE HEART OF MARY DISP,,MARAKWET,TUNYO,4,MISS
35.6512,1.17124,KABETWA DISP,2001,MARAKWET,TOT,4,MOH
35.4552,1.1746,KABIEGO DISP,25,MARAKWET,KAPYEGO,4,MOH
35.3937,1.0315,KABIKOS DISP,568,MARAKWET,KAPCHEROP,4,MOH
35.6012,1.1123,KAKMTI DISP,2015,MARAKWET,TIRAP,4,MOH
,,KALWAL DISP,3450,MARAKWET,,4,MOH
,,KAMASIA DISP,,MARAKWET,KAPYEGO,4,MOH
35.6023,1.0923,KAMOGO DISP,2002,MARAKWET,TIRAP,4,MOH
35.25949,1.087288,KAMOI DISP,2003,MARAKWET,KAPCHEROP,4,MISS
35.2563,1.08834,KAMOI DISP,,MARAKWET,KAPCHEROP,4,MOH
,,KANIODO DISP,,MARAKWET,,4,MOH
,,KAPCHELAL DISP,,MARAKWET,,4,MISS
35.3104,1.04598,KAPCHEROP DISP,2951,MARAKWET,KAPCHEROP,4,MISS
35.3104,1.04598,KAPCHEROP HEALTH CENTRE,2038,MARAKWET,KAPCHEROP,3,MOH
35.4523,0.99123,KAPLENGE DISP,3323,MARAKWET,CHEBIEMIT,4,MOH
35.3689,1.13716,KAPSAIT DISP,118,MARAKWET,KAPCHEROP,4,MISS
35.560811,0.981081,KAPSOWAR AIC  HOSPITAL,2043,MARAKWET,KAPSOWAR,1,MISS
35.5239,1.15018,KAPTABUK DISP,,MARAKWET,KAPYEGO,4,MISS
35.4295,1.07143,KAPTALAMWA DISP,2005,MARAKWET,KAPCHEROP,4,MISS
,,KAPTIONY DISP,,MARAKWET,KAPCHEROP,4,MOH
35.4552,1.17461,KAPYEGO DISP,2962,MARAKWET,KAPYEGO,4,MISS
,,KARARIA DISP,,MARAKWET,KAPYEGO,4,MOH
35.4554,1.03125,KIPNAI DISP,2009,MARAKWET,CHEBIEMIT,4,MISS
35.5799,1.00386,KIPSAIYA DISP,4853,MARAKWET,KAPSOWAR,4,MISS
,,KOITUGUN DISP,,MARAKWET,,4,MOH
35.4325,0.942465,KONDABILET DISP,2014,MARAKWET,KAPCHEROP,4,MOH
,,LITER AIC DISP,2017,MARAKWET,,4,MISS
35.5712,1.03211,MAINA DISP,2018,MARAKWET,TIRAP,4,MOH
35.5024,1.12233,MATIRA DISP,3988,MARAKWET,KAPYEGO,4,MOH
35.6415,1.06114,MOGIL DISP,2021,MARAKWET,TUNYO,4,MOH
,,NERKWO DISP,,MARAKWET,CHEBIEMIT,4,MOH
35.5661,0.886607,SANGURURU DISP,3324,MARAKWET,KAPSOWAR,4,MOH
,,SEGUT DISP,,MARAKWET,KAPYEGO,4,MOH
35.3643,1.01964,TENDEN DISP,2957,MARAKWET,KAPCHEROP,4,MOH
35.6024,0.93241,TUNYO DISP,4849,MARAKWET,TUNYO,4,MOH
35.6062,1.12009,TUTURUNG DISP,4891,MARAKWET,TIRAP,4,MOH
35.97143,-0.43226,ACK MUTUKANIO DISP,,NAKURU,NJORO,4,MISS
,,AIC OL-JORAI DISP,,NAKURU,,4,MISS
36.22833,0.0055,AIC SUBUKIA DISP,,NAKURU,MBOGOINI,4,MISS
36.08022,-0.27958,APDK DISP,,NAKURU,NAKURU MUNI.,4,NGO
36.33384,-0.46977,ASTU GILGIL DISP,2812,NAKURU,GILGIL,4,MOH
36.15276,-0.15104,BAHATI DISP,1714,NAKURU,BAHATI,4,MOH
36.12324,-0.16743,BAHATI RHDC (NAKURU),1789,NAKURU,BAHATI,3,MOH
36.07525,-0.07274,BANITA DISP,1715,NAKURU,RONGAI,4,MOH
35.73,-0.25,BARAKA MISSION DISP(NAKURU),1717,NAKURU,MOLO,4,MISS
35.6792,-0.47481,CHEBARA HEALTH CENTRE,3984,NAKURU,KERINGET,3,MOH
35.6553,-0.67506,CHEPAKUNDI DISP,2814,NAKURU,OLENGURUONE,4,MOH
,,CONVENTION MEDICAL DISP,,NAKURU,,4,NGO
36.07409,-0.28508,CRESCENT MEDICAL DISP,2817,NAKURU,NAKURU MUNI.,4,MISS
36.307,-0.584415,EBURRU DISP,1719,NAKURU,GILGIL,4,MOH
35.80739,-0.30325,ELBURGON HOSPITAL,1764,NAKURU,ELBURGON,1,MOH
35.60274,-0.62071,EMETIK DISP,1721,NAKURU,OLENGURUONE,4,MOH
36.13368,-0.25569,ENGASHURA DISP,3455,NAKURU,BAHATI,4,MOH
35.74411,-0.26138,EVERBEST NURSING HOME,,NAKURU,MOLO,4,MISS
36.32343,-0.50339,GILGIL HOSPITAL,1790,NAKURU,GILGIL,1,MOH
36.33,-0.47015,GILIGIL SISTERS HEALTH CENTRE,,NAKURU,GILGIL,3,MISS
36.31849,-0.49887,GITARE SISTERS DISP,3610,NAKURU,GILGIL,4,MISS
,,GOOD SAMARITAN DISP,3843,NAKURU,,4,MISS
36.08373,-0.3012,HEKIMA HEALTH CENTRE,1725,NAKURU,NAKURU MUNI.,3,MISS
35.93955,-0.33391,HURUMA HEALTH CENTRE,1726,NAKURU,NJORO,3,MISS
35.6018,-0.419557,IKUMBI DISP,3,NAKURU,KERINGET,4,MOH
36.04289,-0.28027,INDUSTRIAL AREA DISP,3499,NAKURU,NAKURU MUNI.,4,MOH
35.967,-0.16334,KABARAK HIGH SCHOOL H C,1727,NAKURU,RONGAI,4,MOH
36.16205,-0.21116,KABATINI DISP,1728,NAKURU,BAHATI,4,MOH
36.16727,-0.07341,KABAZI DISP,4433,NAKURU,BAHATI,4,MOH
35.9473,-0.138485,KAMPI YA MOTO DISP,3848,NAKURU,RONGAI,4,MOH
35.57717,-0.41059,KAMWAURA DISP/IKUMBI DISP,2808,NAKURU,KERINGET,4,MOH
36.03814,-0.30815,KAPKURES DISP,3871,NAKURU,NAKURU MUNI.,4,MOH
35.95,-0.32,KAPSETEK DISP,3983,NAKURU,NJORO,4,MOH
35.72376,-0.48331,KAPSIMBEIYWO DISP,3846,NAKURU,KERINGET,4,MOH
36.43126,-0.77405,KARAGITA DISP,3510,NAKURU,NAIVASHA,4,MOH
36.47842,-0.68848,KARATE DISP,1729,NAKURU,NAIVASHA,4,MOH
35.6881,-0.42267,KERINGETI HEALTH CENTRE,2809,NAKURU,KERINGET,3,MOH
36.1657,-0.607967,KIAMBOGO DISP,4431,NAKURU,GILGIL,4,MOH
36.05639,-0.54155,KIANJOYA DISP,2810,NAKURU,MAU NAROK,4,MOH
36.06858,-0.29509,KINGS MEDICAL DISP,3985,NAKURU,NAKURU MUNI.,4,MISS
35.9429,-0.08323,KIPSYENAN HEALTH CENTRE,4629,NAKURU,RONGAI,3,MOH
35.53203,-0.42423,KURESOI H C,4626,NAKURU,KURESOI,3,MOH
36.0571,-0.372455,LAKE NAKURU PARK DISP,,NAKURU,NAKURU MUNI.,4,MOH
36.07136,-0.29958,LANGALANGA DISP,1734,NAKURU,NAKURU MUNI.,4,MOH
35.83034,-0.2212,LELECHWET DISP,1735,NAKURU,RONGAI,4,MOH
35.9802,-0.20297,LENGINET DISP,2419,NAKURU,RONGAI,4,MOH
35.96498,-0.53282,LIKIA DISP,1736,NAKURU,MAU NAROK,4,MOH
36.49549,-0.88025,LONGONOT DISP,1737,NAKURU,NAIVASHA,4,MOH
36.16924,0.03186,LOWER SOLAI H C,1739,NAKURU,MBOGOINI,3,MOH
36.22,0.02,LOWER SUBUKIA MISSION DISP,3134,NAKURU,MBOGOINI,4,MISS
36.2144,-0.916299,MAIELLA HEALTH CENTRE,2774,NAKURU,NAIVASHA,3,MOH
36.58334,-0.97517,MAI-MAHIU HEALTH CENTRE,3844,NAKURU,NAIVASHA,3,MOH
35.95306,-0.21836,MANGU DISP,2775,NAKURU,RONGAI,4,MOH
36.52529,-0.74767,MARAIGUSHU DISP,2776,NAKURU,NAIVASHA,4,MOH
35.7784,-0.363296,MARIASHONI DISP,4620,NAKURU,ELBURGON,4,MOH
35.98812,-0.59855,MAU NAROK HEALTH CENTRE,1769,NAKURU,MAU NAROK,3,MOH
36.1484,0.020773,MBOGONI HEALTH CENTRE,2777,NAKURU,MBOGOINI,3,MOH
36.1199,-0.554322,MITI MINGI H C,2380,NAKURU,GILGIL,3,MOH
35.992218,-0.020078,MOGOTIO CATHOLIC HEALTH CENTRE,,NAKURU,RONGAI,3,MISS
35.995321,-0.02213,MOGOTIO RHDC,1791,NAKURU,RONGAI,3,MOH
35.74045,-0.24499,MOLO HOSPITAL,1781,NAKURU,MOLO,1,MOH
35.66088,-0.34235,MOLO SOUTH DISP,1745,NAKURU,KERINGET,4,MOH
36.05078,-0.29603,MOTHER KEVIN DISP,4427,NAKURU,NAKURU MUNI.,4,MISS
35.78406,-0.20245,MUKINYAI DISP/SACHANGWAN,2752,NAKURU,MOLO,4,MOH
36.06971,-0.28361,MUNICIPAL COUNCIL OF NAKURU HC,3513,NAKURU,NAKURU MUNI.,3,LA
35.98509,-0.46006,MUTARAKWA DISP,1746,NAKURU,NJORO,4,MOH
36.43753,-0.71633,NAIVASHA DISTRICT HOSPITAL,1782,NAKURU,NAIVASHA,1,MOH
36.076919,-0.281887,NAKURU DISP,,NAKURU,NAKURU MUNI.,4,NGO
36.08029,-0.2797,NAKURU PGH ANNEX,3842,NAKURU,NAKURU MUNI.,2,MOH
36.0732,-0.28133,NAKURU PROVINCIAL GENERAL HOSP,1783,NAKURU,NAKURU MUNI.,2,MOH
36.06187,-0.29119,NAKURU WEST DISP,1750,NAKURU,NAKURU MUNI.,4,MOH
36.2233,-0.764975,NDABIBI DISP,1752,NAKURU,NAIVASHA,4,MOH
35.53622,-0.41324,NDOINET DISP,1753,NAKURU,KURESOI,4,MOH
36.2339,-0.235677,NDUNDORI HEALTH CENTRE,2827,NAKURU,BAHATI,3,MOH
35.89834,-0.39088,NESSUIT DISP,1751,NAKURU,NJORO,4,MOH
35.93812,-0.33138,NJORO HEALTH CENTRE,1770,NAKURU,NJORO,3,MOH
35.86123,-0.33124,NYAKIAMBI DISP,2831,NAKURU,ELBURGON,4,MOH
36.22108,0.11517,NYAMAMITHI DISP,2828,NAKURU,MBOGOINI,4,MOH
36.51153,-0.77738,NYAMATHI DISP,4617,NAKURU,NAIVASHA,4,MOH
36.31161,-0.47958,NYS GILGIL DISP,1723,NAKURU,GILGIL,4,MOH
36.48788,-0.64834,NYS NAIVASHA DISP,1747,NAKURU,NAIVASHA,4,MOH
35.9559,-0.29438,OGILGEI DISP,4613,NAKURU,NJORO,4,MOH
35.68496,-0.58851,OLENGURUENE HEALTH CENTRE,1771,NAKURU,OLENGURUONE,3,MOH
,,OLJORAI DISP,4634,NAKURU,,4,MISS
36.0089,-0.177176,OLRONGAI DISP,4631,NAKURU,RONGAI,4,MOH
35.94395,-0.32113,PCEA  DISP,4627,NAKURU,NJORO,4,MISS
36.05525,-0.28905,PCEA NAKURU WEST DISP,,NAKURU,NAKURU MUNI.,4,MISS
35.93096,-0.20712,PCEA UMOJA DISP,4424,NAKURU,RONGAI,4,MISS
36.02324,-0.39012,PWANI DISP,3987,NAKURU,LARE,4,MOH
36.0069,-0.44341,RARE DISP,1755,NAKURU,LARE,4,MOH
36.29123,-0.75123,ROCCO DISP,1756,NAKURU,NAIVASHA,4,MOH
35.85911,-0.17066,RONGAI HEALTH CENTRE,1772,NAKURU,RONGAI,3,MOH
,,SHARIMA DISP,3841,NAKURU,,4,MISS
35.9929,-0.597156,SIAPEI HEALTH CENTRE,,NAKURU,MAU NAROK,3,MOH
36.2486,0.156732,ST FRANCIS HEALTH CENTRE,1740,NAKURU,MBOGOINI,3,MISS
35.811834,-0.299628,ST. CLAIRE DISP,,NAKURU,ELBURGON,4,MISS
36.08,-0.47,ST. FRANCIS CATHOLIC HEALTH CENT,3503,NAKURU,NAKURU MUNI.,3,MISS
,,ST. FRANCIS RARE DISP,3504,NAKURU,,4,MISS
35.72882,-0.241789,ST. MARTIN'S DISP,3643,NAKURU,MOLO,4,MISS
36.08157,-0.28154,STATE HOUSE NAKURU DISP,1758,NAKURU,NAKURU MUNI.,4,MOH
36.22949,0.00554,SUBUKIA HEALTH CENTRE,1773,NAKURU,MBOGOINI,3,MOH
35.96352,-0.40184,SUBUKU FULL GOSPEL DISP,4614,NAKURU,NJORO,4,MISS
35.94684,-0.45114,TERET DISP,1761,NAKURU,MAUCHE,4,MOH
35.61255,-0.47866,TINET DISP,4625,NAKURU,KERINGET,4,MOH
36.12654,-0.09957,UPPER SOLAI HEALTH CENTRE,1775,NAKURU,BAHATI,3,MOH
35.0105,-0.02479,CHEMASE H C,2086,NANDI,ALDAI,3,MOH
34.9535,0.11292,CHEPKUMIA DISP,,NANDI,KAPSABET,4,MOH
34.937776,0.137412,CHEPKUMIA PEFA DISP,2049,NANDI,KAPSABET,4,MISS
,,CHEPSONOI DISP,,NANDI,,4,MISS
35.1263,0.23985,CHEPTERIT MISSION DISP,2050,NANDI,KOSIRAI,4,MISS
34.9656,0.52203,CHEPTERWAI DISP,2051,NANDI,KIPKAREN,4,MOH
35.073836,0.521044,KABIEMIT DISP,,NANDI,KIPKAREN,4,MOH
35.1622,0.173029,KABIRISANG DISP,2053,NANDI,KILIBWONI,4,MOH
35.098,0.38533,KABIYET H C,2087,NANDI,KAPSABET,3,MOH
35.167341,0.171938,KABRISANG DISP,4420,NANDI,KILIBWONI,4,MOH
35.2259,0.09436,KABUNYERIA DISP,2055,NANDI,NANDI HILLS,4,MOH
,,KACHEMOMU DISP,4421,NANDI,,4,MOH
35.0155,0.42375,KAIBOI HOSPITAL,2088,NANDI,KABIYET,1,MISS
35.0814,0.51519,KAIGAT MISSION H C,2089,NANDI,KIPKAREN,3,MISS
35.196595,0.287142,KAPCHUMBA DISP,,NANDI,KOSIRAI,4,MOH
35.0062,0.20665,KAPKANGANI H C,2057,NANDI,KAPSABET,3,MOH
34.7964,0.006594,KAPKERER HEALTH CENTRE,,NANDI,ALDAI,3,MISS
34.7982,0.01381,KAPKERER MISSION DISP,2414,NANDI,ALDAI,4,MISS
34.9996,0.01703,KAPKOLEI DISP,2058,NANDI,ALDAI,4,MOH
35.0954,0.2028,KAPSABET DISTRICT HOSP.,2096,NANDI,KAPSABET,1,MOH
35.0608,0.19234,KAPSABET FOREST DISP,1882,NANDI,KAPSABET,4,MOH
35.01892,0.20045,KAPSABET SUB HEALTH CENTRE,2046,NANDI,KAPSABET,3,MISS
34.757311,-0.01034,KAPSENGER DISP,4418,NANDI,ALDAI,4,MOH
35.0656,0.312137,KAPSISIYWA DISP,2060,NANDI,KAPSABET,4,MOH
34.8252,-0.01964,KAPTUMEK DISP,2062,NANDI,ALDAI,4,MOH
35.0708,0.09013,KAPTUMO H C,2090,NANDI,KAPTUMO,3,MOH
,,KAPTUNGER DISP,4422,NANDI,,4,MOH
35.313199,0.148469,KEBEN DISP,4316,NANDI,KILIBWONI,4,MOH
34.8735,0.06013,KEMELOI H C,2091,NANDI,ALDAI,3,MOH
34.9498,0.010753,KIBWARENG DISP,,NANDI,ALDAI,4,MOH
35.2239,0.21544,KILIBWONY H C,2092,NANDI,KILIBWONI,3,MOH
,,KIMGOROR MISSION DISP,3018,NANDI,,4,MISS
34.954231,0.49905,KIMNG'OROR HEALTH CENTRE,2433,NANDI,KIPKAREN,3,MISS
35.05,0.18,KIMONDI FOREST DISP,2065,NANDI,KAPSABET,4,MOH
35.175167,0.007213,KIMWANI DISP,4419,NANDI,NANDI HILLS,4,MOH
,,KIPCHOMO DISP,3799,NANDI,,4,MISS
34.9779,0.32675,KIPSAMOITE DISP,2093,NANDI,KABIYET,4,MOH
34.9359,0.06592,KOBUJOI FOREST DISP,2069,NANDI,ALDAI,4,MOH
34.9257,0.0646,KOBUJOI HOSPITAL,2094,NANDI,ALDAI,1,MISS
,,KOLOCH DISP,,NANDI,,4,MISS
35.0404,0.24473,KOMBE DISP,4312,NANDI,KAPSABET,4,MOH
35.0542,0.036805,KOYO DISP,,NANDI,KAPTUMO,4,MOH
34.9885,0.216206,LESSOS DISP,1893,NANDI,KAPSABET,4,MISS
35.2292,0.24945,LOLMININGAI DISP,2072,NANDI,KILIBWONI,4,MOH
34.8999,0.00738,MARABA DISP,2073,NANDI,ALDAI,4,MOH
35.042,0.52,MARICH DISP,,NANDI,KIPKAREN,4,MISS
35.3058,-0.068176,MBOGO VALLEY DISP,4315,NANDI,TINDERET,4,MISS
35.3743,0.02113,METETEI H C,2095,NANDI,TINDERET,3,MOH
35.15,0.291822,MOSORIOT R H T C / COLLEGE DISP,2098,NANDI,KOSIRAI,4,MOH
35.1831,0.1172,NANDI HILLS SUB-DIST HOSP,2097,NANDI,NANDI HILLS,1,MOH
35.1105,0.536293,NDALAT MISSION DISP,2075,NANDI,KIPKAREN,4,MISS
35.22366,0.304435,NGECHEK DISP,,NANDI,KOSIRAI,4,MOH
34.8589,0.064964,SEREM DISP (NANDI),2079,NANDI,ALDAI,4,MOH
35.3645,0.07386,SERENGONI FOREST DISP,2080,NANDI,TINDERET,4,MOH
35.388,0.00844,SETEK S F T DISP,2082,NANDI,TINDERET,4,MOH
35.245644,0.070201,SIRET TEA DISP,2081,NANDI,NANDI HILLS,4,MOH
35.095,0.28086,SIRONOI DISP,1991,NANDI,KAPSABET,4,MISS
35.3019,0.04726,SOBAR RIVER DISP,2432,NANDI,TINDERET,4,MOH
35.355125,0.008637,ST. MARY'S TACHASIS DISP,1969,NANDI,TINDERET,4,MISS
35.4134,0.02504,TACHASIS MISSION DISP,2453,NANDI,TINDERET,4,MISS
35.230986,0.087399,TAITO DISP,4417,NANDI,NANDI HILLS,4,MOH
,,CHEMUNDA MUNICIPAL DISP,,NANDI,KIPKAREN,4,LA
,,CHEMUSWO DISP,,NANDI,KABIYET,4,MOH
,,CHEPKUMEL H C,,NANDI,KABIYET,4,MOH
,,KABISAGA DISP,,NANDI,KABIYET,4,MOH
,,KAPKENYELOI DISP,,NANDI,KABIYET,4,MOH
,,KAPNYEBERAI DISP,,NANDI,KIPKAREN,4,MISS
,,KAPSAMOCH DISP,,NANDI,,4,MOH
,,KAPTEL DISP,,NANDI,KAPSABET,4,MOH
,,KAPTICH DISP,,NANDI,KOSIRAI,4,MOH
,,KIMONA DISP,,NANDI,KAPSABET,4,MOH
,,KIMONG DISP,,NANDI,,4,MOH
,,KIROPKET DISP,,NANDI,KAPSABET,4,MOH
,,LELMOKWO DISP,,NANDI,KOSIRAI,4,MOH
,,NANDI SOUTH DISTRICT HOSP,,NANDI,,1,MOH
,,POTOPOTO DISP,,NANDI,TINDERET,4,MOH
,,SIWO DISP,,NANDI,KILIBWONI,4,MOH
,,ST BONIFACE TINDINYO DISP,,NANDI,KAPSABET,4,MOH
,,ST PETERS DISP,,NANDI,KAPSABET,4,MISS
,,TABOLWA DISP,,NANDI,KABIYET,4,MOH
35.2267,-1.19959,AITONG DISP,1792,NAROK,MARA,4,MISS
35.9195,-1.47849,ELANGATA ENTERIT DISP,1796,NAROK,OSUPUKO,4,MISS
35.8925,-0.834185,ENABELBEL HEALTH CENTRE,1826,NAROK,OLOKURTO,3,MOH
36.1361,-0.785478,ENAIBOR AJIKJIK DISP,1809,NAROK,MAU,4,MOH
35.394696,-1.230595,ENDONYO ERINKA DISP,3232,NAROK,MARA,4,MISS
36.236823,-0.983551,ENOOSUPUKIA DISP,1798,NAROK,MAU,4,MISS
35.8071,-1.8322,ENTASEKERA HEALTH CENTRE,3452,NAROK,LOITA,3,MISS
35.879847,-0.940773,ENTOLTOL DISP,3220,NAROK,OLOKURTO,4,MOH
36.201253,-1.153255,ERRETO DISP,3659,NAROK,MAU,4,MOH
35.761779,-1.150858,EWASO NYIRO CMF DISP,,NAROK,CENTRAL,4,MISS
35.8072,-1.10613,EWASO NYIRO DISP,1825,NAROK,CENTRAL,4,MOH
,,KAPWERIA COG DISP,3180,NAROK,,4,MISS
36.0485,-0.987466,KOJONGA DISP,1802,NAROK,MAU,4,MOH
35.3992,-1.08942,LEMEK DISP,2394,NAROK,OLOLULUNGA,4,MISS
35.7932,-1.31828,MAJIMOTO DISP,1803,NAROK,OSUPUKO,4,MISS
35.122153,-1.23758,MARA  RIANTA DISP,1805,NAROK,MARA,4,MISS
35.4804,-1.51594,MEGWARA DISP,1806,NAROK,MARA,4,MOH
35.8357,-1.71902,MORIJO LOITA DISP,1807,NAROK,LOITA,4,MOH
35.4373,-0.953029,MULOT CATHOLIC  DISP,2395,NAROK,MULOT,4,MISS
35.6406,-1.66159,NAIKARRA DISP,1810,NAROK,MARA,4,MISS
36.1483,-1.03713,NAIREGI ENKARE HEALTH CENTRE,1830,NAROK,MAU,3,MOH
35.8636,-1.0961,NAROK DISTRICT HOSPITAL,1838,NAROK,CENTRAL,1,MOH
35.8675,-1.53825,NAROSURA HEALTH CENTRE,2383,NAROK,OSUPUKO,3,MOH
35.5282,-0.841822,NGIITO DISP,4443,NAROK,MULOT,4,MISS
35.791,-0.943775,NKARETA DISP,1814,NAROK,CENTRAL,4,MOH
35.519,-1.03713,NKORI-NKORI DISP,3225,NAROK,OLOLULUNGA,4,MOH
36.2234,-1.11438,OLASITI AIC DISP,3221,NAROK,MAU,4,MISS
35.9651,-0.834423,OLCHORO DISP,1815,NAROK,MAU,4,MOH
35.571198,-1.758662,OLDERKESI DISP,,NAROK,MARA,4,MISS
35.162,-1.27459,OLDONYO RUIKA DISP,1816,NAROK,MARA,4,MISS
36.0145,-0.801074,OLENDEEM DISP,3210,NAROK,MAU,4,MISS
35.557139,-1.697801,OLKOROI DISP,3979,NAROK,MARA,4,MISS
35.632407,-0.867123,OLMEKENYU DISP,,NAROK,OLOLULUNGA,4,MISS
35.6802,-1.9071,OLMESUTIE DISP,1818,NAROK,LOITA,4,MOH
35.955371,-1.083419,OLOKIRIKIRAI HEALTH CENTRE,3139,NAROK,MAU,3,MISS
35.907,-0.904242,OLOLPIRONITO DISP,1833,NAROK,OLOKURTO,4,MOH
35.8438,-1.1589,OLOLTOTO DISP,,NAROK,CENTRAL,4,MISS
35.6611,-1.00872,OLOLUNGA HEALTH CENTRE,1834,NAROK,OLOLULUNGA,3,MOH
35.9341,-0.739858,OLOROPIL DISP,3137,NAROK,OLOKURTO,4,MISS
35.8383,-2.01113,OLORTE DISP,,NAROK,LOITA,4,MISS
35.725,-0.56756,OLPASIMORU DISP,1819,NAROK,OLOKURTO,4,MOH
35.7863,-0.683834,OLUKURTO HEALTH CENTRE,1832,NAROK,OLOKURTO,3,MOH
36.135248,-0.869979,SAKUTIEK DISP,1835,NAROK,MAU,4,MOH
35.393,-1.44312,SEKENANI DISP,3222,NAROK,MARA,4,MOH
35.87,-1.08,SIYAPEI DISP,1821,NAROK,CENTRAL,4,MISS
35.5643,-0.819313,SOGOO HEALTH CENTRE,1836,NAROK,MULOT,3,MOH
35.2244,-1.35782,TALEK DISP,3138,NAROK,MARA,4,MISS
37.5921,0.651406,ARCHER'S POST MISSION HEALTH CEN,2122,SAMBURU,WASO,3,MISS
37.1846,1.86381,ARSIM DISP,3066,SAMBURU,NYIRO,4,MISS
36.8579,1.73792,BARAGOI CATHOLIC DISP,2100,SAMBURU,BARAGOI,4,MISS
36.788,1.79106,BARAGOI SUB-DISTRICT HOSPITAL,2123,SAMBURU,BARAGOI,1,MOH
36.8117,1.40232,BARSALOI CATHOLIC DISP,3063,SAMBURU,KIRISIA,4,MISS
36.8419,1.4362,BARSALOI DISP,2101,SAMBURU,KIRISIA,4,MOH
36.9082,0.822004,KIRIMON NYS DISP,4409,SAMBURU,LORROKI,4,MOH
36.8775,0.798232,KIRIMUN DISP,2104,SAMBURU,LORROKI,4,MOH
36.76301,0.94532,KISIMA DISP,3071,SAMBURU,LORROKI,4,MOH
37.0924,1.5724,LATAKWENY DISP,3067,SAMBURU,BARAGOI,4,MOH
